month,price,area
2004-05,4.375,North
2004-06,4.54,North
2004-07,4.54,North
2004-08,4.54,North
2004-09,4.54,North
2004-10,4.54,North
2004-11,4.425,North
2004-12,4.566666666666666,North
2005-01,4.675,North
2005-02,4.825,North
2005-03,4.966666666666666,North
2005-04,4.9,North
2005-05,4.825,North
2005-06,4.9,North
2005-07,4.9,North
2005-08,4.683333333333334,North
2005-09,4.683333333333334,North
2005-10,4.7,North
2005-11,4.58,North
2005-12,4.733333333333333,North
2006-01,4.816666666666666,North
2006-02,4.88,North
2006-03,4.88,North
2006-04,4.92,North
2006-05,4.92,North
2006-06,4.92,North
2006-07,4.725,North
2006-08,5.275,North
2006-09,5.466666666666666,North
2006-10,4.92,North
2006-11,5.275,North
2006-12,5.0200000000000005,North
2007-01,5.12,North
2007-02,5.12,North
2007-03,5.05,North
2007-04,5.0200000000000005,North
2007-05,4.966666666666667,North
2007-06,4.966666666666667,North
2007-07,5.175,North
2007-08,5.279999999999999,North
2007-09,5.3,North
2007-10,5.3,North
2007-11,5.3,North
2007-12,5.233333333333333,North
2008-01,5.35,North
2008-02,5.220000000000001,North
2008-03,5.3,North
2008-04,5.1,North
2008-05,5.220000000000001,North
2008-06,5.220000000000001,North
2008-07,5.220000000000001,North
2008-08,5.35,North
2008-09,5.220000000000001,North
2008-10,5.1,North
2008-11,5.1499999999999995,North
2008-12,5.1499999999999995,North
2009-01,5.24,North
2009-02,5.1499999999999995,North
2009-03,5.216666666666667,North
2009-04,5.3,North
2009-05,5.36,North
2009-06,5.333333333333333,North
2009-07,5.36,North
2009-08,5.425,North
2009-09,5.425,North
2009-10,5.3,North
2009-11,5.3,North
2009-12,5.220000000000001,North
2010-01,5.325,North
2010-02,5.275,North
2010-03,5.316666666666666,North
2010-04,5.316666666666666,North
2010-05,5.36,North
2010-06,5.36,North
2010-07,5.36,North
2010-08,5.36,North
2010-09,5.366666666666667,North
2010-10,5.366666666666667,North
2010-11,5.3999999999999995,North
2010-12,5.3999999999999995,North
2011-01,5.483333333333333,North
2011-02,5.575,North
2011-03,5.38,North
2011-04,5.283333333333333,North
2011-05,5.3999999999999995,North
2011-06,5.3999999999999995,North
2011-07,5.575,North
2011-08,5.3999999999999995,North
2011-09,5.54,North
2011-10,5.725,North
2011-11,5.3999999999999995,North
2011-12,5.3999999999999995,North
2012-01,5.3999999999999995,North
2012-02,5.316666666666666,North
2012-03,5.316666666666666,North
2012-04,5.42,North
2012-05,5.42,North
2012-06,5.316666666666666,North
2012-07,5.366666666666667,North
2012-08,5.366666666666667,North
2012-09,5.366666666666667,North
2012-10,5.4,North
2012-11,5.333333333333333,North
2012-12,5.366666666666667,North
2013-01,5.383333333333333,North
2013-02,5.46,North
2013-03,5.4,North
2013-04,5.5,North
2013-05,5.625,North
2013-06,5.5,North
2013-07,5.7,North
2013-08,5.7,North
2013-09,5.7,North
2013-10,5.7,North
2013-11,5.633333333333333,North
2013-12,5.95,North
2014-01,5.7,North
2014-02,5.7,North
2014-03,5.766666666666667,North
2014-04,5.766666666666667,North
2014-05,5.92,North
2014-06,5.74,North
2014-07,5.816666666666666,North
2014-08,5.925,North
2014-09,5.816666666666666,North
2014-10,5.816666666666666,North
2014-11,5.975,North
2014-12,5.96,North
2015-01,5.84,North
2015-02,5.766666666666667,North
2015-03,6.166666666666667,North
2015-04,6.166666666666667,North
2015-05,6.166666666666667,North
2015-06,6.12,North
2015-07,6.12,North
2015-08,6.12,North
2015-09,5.9399999999999995,North
2015-10,6.175,North
2015-11,5.9,North
2015-12,6,North
2016-01,6.0600000000000005,North
2016-02,6.0600000000000005,North
2016-03,6.5,North
2016-04,6.575,North
2016-05,6.38,North
2016-06,6.575,North
2016-07,6.38,North
2016-08,6.38,North
2016-09,6.38,North
2016-10,6.38,North
