name,annual_gross_gbp,season
Carlos Sánchez,2600000,2018-2019
James McCarthy,2600000,2018-2019
James Maddison,2860000,2018-2019
James Tarkowski,2600000,2018-2019
Harry Winks,2600000,2018-2019
Pascal Groß,2600000,2018-2019
Pierre-Emile Höjbjerg,2600000,2018-2019
Yoshinori Muto,2808000,2018-2019
Diogo Jota,2860000,2018-2019
Vicente Iborra,2860000,2018-2019
Pedro Obiang,2860000,2018-2019
Jefferson Lerma,2860000,2018-2019
Ben Mee,2860000,2018-2019
Adama Traoré,2860000,2018-2019
Mousa Dembélé,2860000,2018-2019
Demarai Gray,2860000,2018-2019
Alireza Jahanbakhsh,2600000,2018-2019
Chris Wood,2600000,2018-2019
Oumar Niasse,2600000,2018-2019
Jeffrey Schlupp,2600000,2018-2019
Aaron Mooy,2600000,2018-2019
James Tomkins,2600000,2018-2019
Luka Milivojevic,2860000,2018-2019
Phil Jagielka,2600000,2018-2019
Miguel Britos,1300000,2017-2018
Scott Arfield,1196000,2017-2018
Mason Holgate,1300000,2017-2018
Beram Kayal,1300000,2017-2018
Charlie Taylor,1300000,2017-2018
Ádám Bogdán,1248000,2017-2018
Isaac Hayden,1144000,2017-2018
Tyrone Mings,1196000,2017-2018
Eldin Jakupovic,1196000,2017-2018
Ramadan Sobhi,1196000,2017-2018
Jonathan Hogg,1170000,2017-2018
Dean Marney,1144000,2017-2018
Tomer Hemed,1050000,2017-2018
Uwe Hünemeier,1050000,2017-2018
Kristoffer Nordfeldt,1300000,2017-2018
Martin Kelly,1300000,2017-2018
Richarlison,1300000,2017-2018
Markus Suttner,1300000,2017-2018
Alfie Mawson,1300000,2017-2018
Nahki Wells,1300000,2017-2018
Nikola Vlasic,1300000,2017-2018
Niki Mäenpää,1050000,2017-2018
Julián Speroni,1300000,2017-2018
Javier Manquillo,1300000,2017-2018
Jacob Murphy,1300000,2017-2018
Rob Elliot,1300000,2017-2018
Rob Holding,1300000,2017-2018
Brad Smith,1300000,2017-2018
Elias Kachunga,1300000,2017-2018
Ashley Barnes,1300000,2017-2018
Steve Sidwell,1300000,2017-2018
Harry Winks,1300000,2017-2018
Christopher Schindler,1300000,2017-2018
Liam Rosenior,1050000,2017-2018
Ayoze Pérez,1040000,2017-2018
Connor Goldson,1050000,2017-2018
Gaëtan Bong,1050000,2017-2018
Dominic Calvert-Lewin,1040000,2017-2018
Ben Chilwell,1040000,2017-2018
Reece Oxford,1040000,2017-2018
Abdoulaye Doucouré,1040000,2017-2018
Paulo Gazzaniga,1040000,2017-2018
Dominic Solanke,1040000,2017-2018
Kyle Walker-Peters,1040000,2017-2018
Daniel Amartey,1040000,2017-2018
Orestis Karnezis,991000,2017-2018
Craig Cathcart,936000,2017-2018
Danny Ward,936000,2017-2018
Josh Sims,936000,2017-2018
Kenedy,1300000,2017-2018
Sam McQueen,936000,2017-2018
Didier Ndong,936000,2017-2018
Marvin Zeegelaar,1040000,2017-2018
Chris Löwe,1040000,2017-2018
Erwin Mulder,1040000,2017-2018
Ben Mee,1040000,2017-2018
Sam Baldock,1050000,2017-2018
Jiri Skalak,1050000,2017-2018
Juan Foyth,1040000,2017-2018
Jaroslaw Jach,1040000,2017-2018
Sean Scannell,1040000,2017-2018
Jan Bednarek,1040000,2017-2018
Scott Malone,1040000,2017-2018
Joel Robles,1040000,2017-2018
Alexander Sörloth,1040000,2017-2018
Lys Mousset,1040000,2017-2018
Jerome Sinclair,1040000,2017-2018
Kiko Femenía,1040000,2017-2018
Marcus Rashford,1040000,2017-2018
Moritz Bauer,1040000,2017-2018
Marc Pugh,1300000,2017-2018
Phil Bardsley,1560000,2017-2018
Ibrahim Afellay,1300000,2017-2018
Callum Wilson,1560000,2017-2018
Nathan Dyer,1664000,2017-2018
Ángel Rangel,1664000,2017-2018
Ashley Westwood,1612000,2017-2018
Christian Atsu,1560000,2017-2018
Mohamed Elneny,1560000,2017-2018
Adam Federici,1560000,2017-2018
Simon Francis,1560000,2017-2018
Matty James,1664000,2017-2018
Bruno,1560000,2017-2018
Dale Stephens,1560000,2017-2018
Glenn Murray,1560000,2017-2018
Leonardo Ulloa,1560000,2017-2018
Pascal Groß,1560000,2017-2018
Shane Duffy,1560000,2017-2018
Ezequiel Schelotto,1664000,2017-2018
Kyle Naughton,1664000,2017-2018
Eduardo dos Reis Carvalho,1560000,2017-2018
Anthony Knockaert,1820000,2017-2018
James Collins,1820000,2017-2018
Rajiv van La Parra,910000,2017-2018
Laurent Depoitre,1820000,2017-2018
Chris Wood,1820000,2017-2018
Shinji Okazaki,1820000,2017-2018
Mikel Merino,1820000,2017-2018
Manuel Lanzini,1820000,2017-2018
Martin Olsson,1690000,2017-2018
Ciaran Clark,1820000,2017-2018
Joel Ward,1820000,2017-2018
Chancel Mbemba,1820000,2017-2018
Steve Mounié,1820000,2017-2018
Jonjo Shelvey,1820000,2017-2018
Jesús Gámez,1820000,2017-2018
Jonathan Walters,1560000,2017-2018
Willy Caballero,1560000,2017-2018
Junior Stanislas,1300000,2017-2018
Luke Garbutt,1430000,2017-2018
Aaron Cresswell,1560000,2017-2018
Edimilson Fernandes,1560000,2017-2018
Jordan Hugill,1560000,2017-2018
Sam Byram,1560000,2017-2018
Stephen Ward,1456000,2017-2018
Jordon Mutch,1456000,2017-2018
Kyle Bartley,1430000,2017-2018
José Holebas,1560000,2017-2018
Sam Field,1404000,2017-2018
Ryan Fraser,1404000,2017-2018
Renato Sanches,1337000,2017-2018
Boaz Myhill,1326000,2017-2018
Damien Delaney,1300000,2017-2018
Chung-yong Lee,1300000,2017-2018
Will Hughes,1560000,2017-2018
Christian Kabasele,1560000,2017-2018
Pape Souaré,1560000,2017-2018
Ragnar Klavan,1560000,2017-2018
Maarten Stekelenburg,1560000,2017-2018
Alex Pritchard,1560000,2017-2018
Danny Williams,1560000,2017-2018
Tom Ince,1560000,2017-2018
Wilfred Ndidi,1560000,2017-2018
Joe Gomez,1560000,2017-2018
DeAndre Yedlin,1560000,2017-2018
Luciano Narsingh,1560000,2017-2018
Matt Ritchie,1560000,2017-2018
Eric Maxim Choupo-Moting,1560000,2017-2018
Geoff Cameron,1560000,2017-2018
Glen Johnson,1560000,2017-2018
Lee Grant,1560000,2017-2018
Peter Crouch,1560000,2017-2018
Terence Kongolo,916000,2017-2018
Nathan Holland,130000,2017-2018
Abdelhamid Sabiri,910000,2017-2018
Mateusz Hewelt,47000,2017-2018
Josh Knight,78000,2017-2018
Dwight McNeil,52000,2017-2018
Marcus Browne,52000,2017-2018
Kyle Jameson,52000,2017-2018
Rekeem Harper,52000,2017-2018
Lewis O&#39;Brien,52000,2017-2018
Sam Hughes,47000,2017-2018
Adnan Maric,78000,2017-2018
Charlie Gilmour,42000,2017-2018
Dessie Hutchinson,42000,2017-2018
Conor Masterson,40000,2017-2018
Vashon Neufville,39000,2017-2018
Anthony Georgiou,39000,2017-2018
Michael Phillips,39000,2017-2018
Vlad Dragomir,78000,2017-2018
Toni Martínez,104000,2017-2018
James Tilley,36000,2017-2018
George Thomas,130000,2017-2018
Harvey Barnes,156000,2017-2018
Kyle Scott,156000,2017-2018
Ben Johnson,156000,2017-2018
Daniel Bachmann,130000,2017-2018
Jonathan Leko,130000,2017-2018
Josh Pask,130000,2017-2018
Daniel James,130000,2017-2018
Beni Baningime,104000,2017-2018
Courtney Baker-Richardson,104000,2017-2018
Demeaco Duhaney,104000,2017-2018
Alex Palmer,104000,2017-2018
Jordi Osei-Tutu,104000,2017-2018
Nathan Broadhead,104000,2017-2018
Anthony Gordon,104000,2017-2018
Carl Stewart,39000,2017-2018
Matt Butcher,31000,2017-2018
Reiss Nelson,156000,2017-2018
Michael Collins,20800,2017-2018
Nya Kirby,20800,2017-2018
Shayne Lavery,20800,2017-2018
Rayhaan Tulloch,20800,2017-2018
Callum Hudson-Odoi,20800,2017-2018
Nathan Ferguson,20800,2017-2018
Morgan Feeney,20800,2017-2018
Curtis Jones,20800,2017-2018
Angel Gomes,20800,2017-2018
Fraser Hornby,20800,2017-2018
Tyrese Campbell,20800,2017-2018
Joy Mukena,20800,2017-2018
Ethan Ampadu,20800,2017-2018
Stephen Duke-McKenna,20800,2017-2018
Tom Carroll,1820000,2017-2018
Tashan Oakley-Boothe,20800,2017-2018
James Daly,20800,2017-2018
Kazaiah Sterling,31000,2017-2018
Layton Ndukwu,26000,2017-2018
Alfie Whiteman,31000,2017-2018
Nathan Trott,29000,2017-2018
Levi Lumeka,26000,2017-2018
Tom Edwards,26000,2017-2018
Ethan Hamilton,26000,2017-2018
Mikael Ndjoli,26000,2017-2018
Max Sanders,26000,2017-2018
Michael Obafemi,20800,2017-2018
George Byers,26000,2017-2018
Jayson Molumby,26000,2017-2018
Kyle Taylor,26000,2017-2018
Ryan Schofield,26000,2017-2018
Alex Denny,20800,2017-2018
Aaron Connolly,20800,2017-2018
Jack Simpson,156000,2017-2018
Aaron Ramsdale,156000,2017-2018
Sam Vokes,884000,2017-2018
Oliver Burke,650000,2017-2018
Paul Dummett,780000,2017-2018
Mike van der Hoorn,780000,2017-2018
Shani Tarashaj,780000,2017-2018
Jonas Lössl,695000,2017-2018
Florent Hadergjonaj,695000,2017-2018
Dodi Lukebakio,681000,2017-2018
Erdal Rakip,639000,2017-2018
Michael Hefele,780000,2017-2018
Trent Alexander-Arnold,624000,2017-2018
Phil Foden,624000,2017-2018
Ben Hamer,624000,2017-2018
Ben Woodburn,624000,2017-2018
Curtis Good,624000,2017-2018
Wallace Oliveira,548000,2017-2018
Jamaal Lascelles,780000,2017-2018
Philip Billing,780000,2017-2018
Joel Coleman,520000,2017-2018
Timothy Fosu-Mensah,780000,2017-2018
Ales Mateju,850000,2017-2018
Kevin Long,832000,2017-2018
Tommie Hoban,832000,2017-2018
Rhoys Wiggins,832000,2017-2018
Collin Quaner,811000,2017-2018
Lewis Cook,780000,2017-2018
Aaron Wan-Bissaka,780000,2017-2018
Lukas Nmecha,780000,2017-2018
Joel Pereira,780000,2017-2018
Emerson Hyndman,780000,2017-2018
Nick Pope,780000,2017-2018
Martin Dubravka,780000,2017-2018
Jonjoe Kenny,780000,2017-2018
Karl Darlow,780000,2017-2018
Konstantinos Stafylidis,520000,2017-2018
Axel Tuanzebe,520000,2017-2018
Jordan Williams,182000,2017-2018
Stephen Ireland,260000,2017-2018
Connor Roberts,260000,2017-2018
Declan Rice,260000,2017-2018
Stuart Taylor,260000,2017-2018
Tom Dele-Bashiru,260000,2017-2018
Sead Haksabanovic,260000,2017-2018
Tosin Adarabioyo,260000,2017-2018
Adam Legzdins,260000,2017-2018
Tom Davies,260000,2017-2018
Ali Gabr,231000,2017-2018
Kenji Gorré,208000,2017-2018
Matt Macey,208000,2017-2018
Eddie Nketiah,208000,2017-2018
Ainsley Maitland-Niles,208000,2017-2018
Aiden O&#39;Neill,182000,2017-2018
Joe Willock,260000,2017-2018
Trevoh Chalobah,286000,2017-2018
Solly March,520000,2017-2018
Matej Delac,442000,2017-2018
Jakob Haugaard,520000,2017-2018
Scott McTominay,520000,2017-2018
Cameron Borthwick-Jackson,520000,2017-2018
Jack Stephens,520000,2017-2018
Dean Whitehead,520000,2017-2018
Molla Wagué,482000,2017-2018
Brahim Díaz,416000,2017-2018
Dujon Sterling,338000,2017-2018
Anders Lindegaard,390000,2017-2018
Hamza Choudhury,390000,2017-2018
Josh Cullen,390000,2017-2018
Domingos Quina,390000,2017-2018
Adrian Mariappa,364000,2017-2018
Konstantinos Mavropanos,364000,2017-2018
Robbie Brady,1820000,2017-2018
Grady Diangana,20800,2017-2018
Tim Krul,1820000,2017-2018
Jonny Evans,3380000,2017-2018
Islam Slimani,4160000,2017-2018
Adrien Silva,4160000,2017-2018
Ilkay Gündogan,4160000,2017-2018
Andreas Christensen,4160000,2017-2018
Eric Bailly,4160000,2017-2018
Erik Lamela,4160000,2017-2018
Manolo Gabbiadini,4160000,2017-2018
Saido Berahino,4160000,2017-2018
Danilo,4160000,2017-2018
Serge Aurier,4160000,2017-2018
Moussa Sissoko,4160000,2017-2018
Michael Carrick,4160000,2017-2018
Gary Cahill,4160000,2017-2018
Granit Xhaka,4160000,2017-2018
Danny Ings,3900000,2017-2018
Fabian Delph,4160000,2017-2018
André Ayew,4160000,2017-2018
Kasper Schmeichel,4160000,2017-2018
Marouane Fellaini,4680000,2017-2018
Andy Carroll,4680000,2017-2018
Laurent Koscielny,4680000,2017-2018
Wilfried Bony,4680000,2017-2018
Benjamin Mendy,4680000,2017-2018
Jack Wilshere,4680000,2017-2018
César Azpilicueta,4680000,2017-2018
Shkodran Mustafi,4680000,2017-2018
Grzegorz Krychowiak,4265000,2017-2018
Jan Vertonghen,4636000,2017-2018
João Mário,4453000,2017-2018
Yohan Cabaye,4446000,2017-2018
Gerard Deulofeu,4442000,2017-2018
Heung-min Son,4420000,2017-2018
Antonio Valencia,4420000,2017-2018
Lucas Moura,3900000,2017-2018
Pablo Zabaleta,3900000,2017-2018
Fernando Llorente,3900000,2017-2018
Aymeric Laporte,3640000,2017-2018
Asmir Begovic,3640000,2017-2018
Davide Zappacosta,3640000,2017-2018
Seamus Coleman,3640000,2017-2018
Chris Smalling,3640000,2017-2018
Leighton Baines,3640000,2017-2018
Andre Gray,3640000,2017-2018
Idrissa Gueye,3640000,2017-2018
Michail Antonio,3640000,2017-2018
Sofiane Boufal,3380000,2017-2018
Alberto Moreno,3380000,2017-2018
Davinson Sánchez,3380000,2017-2018
Mame Diouf,3380000,2017-2018
Jermain Defoe,3380000,2017-2018
Victor Wanyama,3380000,2017-2018
Kevin Wimmer,3640000,2017-2018
Winston Reid,3640000,2017-2018
Christian Eriksen,3900000,2017-2018
Nathaniel Clyne,3900000,2017-2018
Victor Moses,3900000,2017-2018
Victor Lindelöf,3900000,2017-2018
Jesse Lingard,3900000,2017-2018
Daley Blind,3900000,2017-2018
Yannick Bolasie,3900000,2017-2018
Gabriel Jesus,3900000,2017-2018
Georginio Wijnaldum,3900000,2017-2018
Angelo Ogbonna,3640000,2017-2018
Nacho Monreal,3640000,2017-2018
Davy Klaassen,3640000,2017-2018
Sergio Romero,3640000,2017-2018
Charlie Austin,3640000,2017-2018
Ashley Williams,3640000,2017-2018
Alex Iwobi,3640000,2017-2018
Per Mertesacker,4680000,2017-2018
Leroy Sané,4940000,2017-2018
Pedro,5153000,2017-2018
Daniel Sturridge,6760000,2017-2018
Sergio Agüero,8320000,2017-2018
David Silva,8320000,2017-2018
N&#39;Golo Kanté,7800000,2017-2018
Vincent Kompany,7800000,2017-2018
Raheem Sterling,7800000,2017-2018
James Milner,7280000,2017-2018
Danny Welbeck,6500000,2017-2018
Wayne Rooney,8320000,2017-2018
Zlatan Ibrahimovic,6500000,2017-2018
David Luiz,6490000,2017-2018
Alex Oxlade-Chamberlain,6240000,2017-2018
Ashley Young,6240000,2017-2018
Morgan Schneiderlin,6240000,2017-2018
Mohamed Salah,6240000,2017-2018
Juan Mata,8320000,2017-2018
Álvaro Morata,8840000,2017-2018
Christian Benteke,6240000,2017-2018
David de Gea,10400000,2017-2018
Steven Defour,1820000,2017-2018
Alexis Sánchez,18200000,2017-2018
Eden Hazard,11589000,2017-2018
Cesc Fàbregas,10694000,2017-2018
Paul Pogba,10400000,2017-2018
Mesut Özil,18200000,2017-2018
Henrikh Mkhitaryan,10400000,2017-2018
Kevin De Bruyne,9100000,2017-2018
Yaya Touré,9880000,2017-2018
Alexandre Lacazette,9468000,2017-2018
Virgil van Dijk,9360000,2017-2018
Fernandinho,9360000,2017-2018
Pierre-Emerick Aubameyang,9360000,2017-2018
Romelu Lukaku,9360000,2017-2018
Willian,6240000,2017-2018
Theo Walcott,6240000,2017-2018
Harry Kane,5200000,2017-2018
Sead Kolasinac,5200000,2017-2018
Sadio Mané,5200000,2017-2018
Riyad Mahrez,5200000,2017-2018
Bernardo Silva,5200000,2017-2018
Eliaquim Mangala,5200000,2017-2018
John Stones,5200000,2017-2018
Santi Cazorla,5200000,2017-2018
Wilfried Zaha,5200000,2017-2018
Jordan Henderson,5200000,2017-2018
Mamadou Sakho,5200000,2017-2018
Thibaut Courtois,5200000,2017-2018
Ross Barkley,5200000,2017-2018
Antonio Rüdiger,5200000,2017-2018
Dejan Lovren,5200000,2017-2018
Hugo Lloris,5200000,2017-2018
Roberto Firmino,5200000,2017-2018
Jamie Vardy,5200000,2017-2018
Aaron Ramsey,6240000,2017-2018
Anthony Martial,5720000,2017-2018
Nicolás Otamendi,6240000,2017-2018
Nemanja Matic,6240000,2017-2018
Joe Hart,6026000,2017-2018
Ander Herrera,5980000,2017-2018
Claudio Bravo,5980000,2017-2018
Olivier Giroud,5720000,2017-2018
Marcos Rojo,5720000,2017-2018
Marko Arnautovic,5200000,2017-2018
Luke Shaw,5720000,2017-2018
Petr Cech,5720000,2017-2018
Héctor Bellerín,5720000,2017-2018
Kyle Walker,5720000,2017-2018
Adam Lallana,5720000,2017-2018
Danny Drinkwater,5200000,2017-2018
Mario Lemina,3380000,2017-2018
Fraser Forster,4680000,2017-2018
Troy Deeney,3380000,2017-2018
Adrián,2600000,2017-2018
Emerson,2184000,2017-2018
Badou Ndiaye,2112000,2017-2018
Dwight Gayle,2080000,2017-2018
Yohan Benalouane,2080000,2017-2018
Étienne Capoue,2080000,2017-2018
Michel Vorm,2080000,2017-2018
Artur Boruc,2080000,2017-2018
Jérémy Pied,2080000,2017-2018
Nathan Aké,2080000,2017-2018
Kieran Trippier,2080000,2017-2018
Andy King,2080000,2017-2018
Andrew Robertson,2080000,2017-2018
Arthur Masuaku,2080000,2017-2018
Joselu,2080000,2017-2018
James McArthur,2080000,2017-2018
Federico Fernández,2236000,2017-2018
Emre Can,2340000,2017-2018
Joshua King,2340000,2017-2018
Sebastian Prödl,2340000,2017-2018
Kurt Zouma,2392000,2017-2018
Jesé,2371000,2017-2018
Marc Albrighton,2340000,2017-2018
Daryl Janmaat,2340000,2017-2018
Mohamed Diamé,2340000,2017-2018
Danny Simpson,2340000,2017-2018
James Ward-Prowse,2340000,2017-2018
Roberto Pereyra,2340000,2017-2018
Jürgen Locadia,2340000,2017-2018
James Tarkowski,2340000,2017-2018
Leroy Fer,2340000,2017-2018
José Izquierdo,2340000,2017-2018
Matteo Darmian,2340000,2017-2018
Davy Pröpper,2340000,2017-2018
Nampalys Mendy,2080000,2017-2018
Jairo Riedewald,2080000,2017-2018
Wayne Hennessey,2080000,2017-2018
Dan Gosling,1820000,2017-2018
Ruben Loftus-Cheek,1820000,2017-2018
Charlie Adam,1820000,2017-2018
Jack Cork,1820000,2017-2018
Jack Butland,1820000,2017-2018
Gareth McAuley,1820000,2017-2018
Hal Robson-Kanu,1820000,2017-2018
Charlie Daniels,1820000,2017-2018
Jeff Hendrick,1820000,2017-2018
Lewis Dunk,1820000,2017-2018
Andrew Surman,1820000,2017-2018
Adam Smith,1820000,2017-2018
Mathew Ryan,1820000,2017-2018
Xherdan Shaqiri,3380000,2017-2018
Tom Heaton,1820000,2017-2018
Allan Nyom,1820000,2017-2018
Stefano Okaka,1820000,2017-2018
Harry Maguire,2080000,2017-2018
Robert Huth,1950000,2017-2018
Ramiro Funes Mori,2080000,2017-2018
Harry Arter,2080000,2017-2018
Steve Cook,2080000,2017-2018
James McClean,2080000,2017-2018
Florian Lejeune,1976000,2017-2018
Jordon Ibe,1950000,2017-2018
Erik Pieters,1950000,2017-2018
Cuco Martina,1820000,2017-2018
Leon Britton,1950000,2017-2018
Wayne Routledge,1872000,2017-2018
Heurelho Gomes,1820000,2017-2018
Nathaniel Chalobah,1820000,2017-2018
Aaron Lennon,1820000,2017-2018
Jason Puncheon,1820000,2017-2018
Vicente Iborra,2600000,2017-2018
Alex McCarthy,2080000,2017-2018
Matt Phillips,2600000,2017-2018
Mousa Dembélé,2860000,2017-2018
Guido Carrillo,3120000,2017-2018
Jordan Pickford,3120000,2017-2018
Cenk Tosun,3120000,2017-2018
Dusan Tadic,3120000,2017-2018
Steven Davis,3120000,2017-2018
Salomón Rondón,3120000,2017-2018
Shane Long,3120000,2017-2018
Ryan Bertrand,3120000,2017-2018
Scott Dann,3120000,2017-2018
Cheikhou Kouyaté,3120000,2017-2018
Kelechi Iheanacho,3120000,2017-2018
André Carrillo,3093000,2017-2018
Dele Alli,2860000,2017-2018
Chris Brunt,2860000,2017-2018
Bakary Sako,2860000,2017-2018
Ben Foster,3120000,2017-2018
Loris Karius,3120000,2017-2018
Wesley Hoedt,3120000,2017-2018
Kieran Gibbs,3120000,2017-2018
Oriol Romeu,3380000,2017-2018
Aaron Mooy,2600000,2017-2018
Wes Morgan,3120000,2017-2018
Eric Dier,3120000,2017-2018
Connor Wickham,3120000,2017-2018
Nacer Chadli,3120000,2017-2018
Nathan Redmond,3120000,2017-2018
Bruno Martins Indi,3120000,2017-2018
Danny Rose,3120000,2017-2018
Ben Davies,3120000,2017-2018
Joel Matip,3120000,2017-2018
Michael Keane,3120000,2017-2018
Gareth Barry,3120000,2017-2018
Claudio Yacob,3120000,2017-2018
Patrick van Aanholt,2860000,2017-2018
Ederson,3380000,2017-2018
Luka Milivojevic,2860000,2017-2018
James McCarthy,2600000,2017-2018
Tammy Abraham,2600000,2017-2018
Mark Noble,2600000,2017-2018
Maya Yoshida,2600000,2017-2018
James Tomkins,2600000,2017-2018
Jeffrey Schlupp,2600000,2017-2018
Tom Cleverley,2600000,2017-2018
Francis Coquelin,2600000,2017-2018
Toby Alderweireld,2600000,2017-2018
Demarai Gray,2600000,2017-2018
Craig Dawson,2600000,2017-2018
Phil Jagielka,2600000,2017-2018
James Morrison,2600000,2017-2018
Christian Fuchs,2600000,2017-2018
Oumar Niasse,2860000,2017-2018
Calum Chambers,2600000,2017-2018
Phil Jones,2600000,2017-2018
Marcos Alonso,2600000,2017-2018
Aleksandar Dragovic,2674000,2017-2018
Joe Allen,2600000,2017-2018
Andros Townsend,2860000,2017-2018
Ryan Shawcross,2860000,2017-2018
Darren Fletcher,2860000,2017-2018
Jake Livermore,2860000,2017-2018
Pedro Obiang,2860000,2017-2018
Simon Mignolet,2860000,2017-2018
Sam Clucas,2600000,2017-2018
Lukasz Fabianski,2600000,2017-2018
Jordan Ayew,2600000,2017-2018
Patrice Evra,2600000,2017-2018
David Ospina,2600000,2017-2018
Tyrone Mings,1196000,2016-2017
Mason Holgate,1300000,2016-2017
Liam Rosenior,1050000,2016-2017
Beram Kayal,1300000,2016-2017
Charlie Taylor,1300000,2016-2017
Ádám Bogdán,1248000,2016-2017
Scott Arfield,1196000,2016-2017
Uwe Hünemeier,1050000,2016-2017
Eldin Jakupovic,1196000,2016-2017
Ramadan Sobhi,1196000,2016-2017
Jonathan Hogg,1170000,2016-2017
Dean Marney,1144000,2016-2017
Isaac Hayden,1144000,2016-2017
Tomer Hemed,1050000,2016-2017
Kristoffer Nordfeldt,1300000,2016-2017
Miguel Britos,1300000,2016-2017
Nikola Vlasic,1300000,2016-2017
